Tipo de Producto;Producto;Código Barras;SKU;Stock;Costo Neto Prom. Unitario;Costo Neto Prom. Total;Cantidad por Despachar;Cantidad Disponible;Por Recibir;Marca;Lista de Precios;Precio Venta Bruto;Margen Unitario
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060050 BLANCO TALLA S;1625051719707;1625051719707;1;11603;11603;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21086,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060050 BLANCO TALLA XL;1625051804363;1625051804363;5;11140,60;55703;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21548,48
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060050 BLANCO TALLA XXL;1625051815273;1625051815273;2;11025;22050;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21664,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060051 CELESTE TALLA L;1625051881114;1625051881114;1;11603;11603;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21086,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060051 CELESTE TALLA M;1625051872934;1625051872934;2;11603;23206;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21086,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060051 CELESTE TALLA S;1625051860110;1625051860110;1;11603;11603;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21086,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060051 CELESTE TALLA XL;1625051890460;1625051890460;2;11603;23206;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21086,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060051 CELESTE TALLA XXXL;1710159074557;1710159074557;5;10991,80;54959;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21697,28
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060052 VERDE TALLA L;1625052004748;1625052004748;1;11236;11236;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21453,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060052 VERDE TALLA M;1625051996914;1625051996914;1;10490;10490;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;22199,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060052 VERDE TALLA S;1625051988743;1625051988743;4;10435;41740;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;22254,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060052 VERDE TALLA XL;1625052012620;1625052012620;1;11235;11235;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21454,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060052 VERDE TALLA XXL;1625052021336;1625052021336;1;10500;10500;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;22189,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060053 KHAKI TALLA L;1625052076905;1625052076905;3;11235,33;33706;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;21453,75
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060053 KHAKI TALLA S;1625052055971;1625052055971;5;10677,20;53386;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;22011,88
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060053 KHAKI TALLA XL;1625052086825;1625052086825;1;9200;9200;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;23489,08
ROPA CORPORATIVA;BLUSA - JUBAE RIPSTOP OUTWORK COD:060053 KHAKI TALLA XXL;1625052096187;1625052096187;1;9200;9200;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;38900;23489,08
ROPA CORPORATIVA;BLUSA - OUTDOOR ABELIA 06391 DAMA AZUL TALLA L;1688652534630;1688652534630;2;11907;23814;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;22900;7336,70
ROPA CORPORATIVA;BLUSA - OUTDOOR ABELIA 06391 DAMA AZUL TALLA M;1688652528776;1688652528776;2;11907;23814;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;22900;7336,70
ROPA CORPORATIVA;BLUSA - OUTDOOR ABELIA 06391 DAMA AZUL TALLA S;1688652522695;1688652522695;2;9415;18830;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;22900;9828,70
ROPA CORPORATIVA;BLUSA - OUTDOOR ABELIA 06391 DAMA AZUL TALLA XL;1688652541403;1688652541403;1;12133;12133;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;22900;7110,70
ROPA CORPORATIVA;BLUSA - OUTDOOR ABELIA 06391 DAMA AZUL TALLA XXL;1688652547954;1688652547954;2;9415;18830;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;22900;9828,70
ROPA CORPORATIVA;BLUSA - OUTDOOR ABELIA 06391 DAMA TAUPE TALLA L;1688652493564;1688652493564;2;9415;18830;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;22900;9828,70
ROPA CORPORATIVA;BLUSA - OUTDOOR ABELIA 06391 DAMA TAUPE TALLA M;1688652486795;1688652486795;2;9415;18830;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;22900;9828,70
ROPA CORPORATIVA;BLUSA - OUTDOOR ABELIA 06391 DAMA TAUPE TALLA S;1688652480019;1688652480019;3;10698,33;32095;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;22900;8545,37
ROPA CORPORATIVA;BLUSA - OUTDOOR ABELIA 06391 DAMA TAUPE TALLA XL;1688652500518;1688652500518;1;9415;9415;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;22900;9828,70
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 BLANCO 001 TALLA L;1608751348187;1608751348187;3;3752;11256;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 BLANCO 001 TALLA M;1608751344189;1608751344189;3;3752;11256;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 BLANCO 001 TALLA S;1608751338067;1608751338067;7;0;0;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;10000
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 BLANCO 001 TALLA XL;1608751353397;1608751353397;3;3752;11256;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 BLANCO 001 TALLA XXL;1608751357578;1608751357578;2;3752;7504;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 ROSADO 051 TALLA L;1608751421113;1608751421113;4;3752;15008;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 ROSADO 051 TALLA M;1608751416915;1608751416915;2;3752;7504;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 ROSADO 051 TALLA S;1608751412955;1608751412955;5;3752;18760;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 ROSADO 051 TALLA XL;1608751424940;1608751424940;1;3752;3752;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 ROSADO 051 TALLA XXL;1608751430034;1608751430034;2;3752;7504;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/C COD. 354210 ROSADO 051 TALLA XXXL;1612287463449;1612287463449;2;3752;7504;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6248
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 AMARILLO 023 TALLA L;1607111804835;1607111804835;1;3680;3680;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 AMARILLO 023 TALLA M;1607111798359;1607111798359;1;3680;3680;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 AMARILLO 023 TALLA S;1607111791943;1607111791943;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 AMARILLO 023 TALLA XL;1607111817407;1607111817407;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 AMARILLO 023 TALLA XS;1607111784699;1607111784699;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 AMARILLO 023 TALLA XXL;1607111830929;1607111830929;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 AMARILLO 023 TALLA XXXL;1607112164066;1607112164066;3;3680;11040;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 BLANCO 001 TALLA L;1607111272112;1607111272112;1;5701;5701;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;5139,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 BLANCO 001 TALLA M;1607111265015;1607111265015;1;5605;5605;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;5235,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 BLANCO 001 TALLA S;1607111257623;1607111257623;4;4094;16376;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;6746,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 BLANCO 001 TALLA XS;1607111248137;1607111248137;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 BLANCO 001 TALLA XXL;1607111287059;1607111287059;4;3680;14720;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 BLANCO 001 TALLA XXXL;1607111296412;1607111296412;4;3680;14720;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 CELESTE 073 TALLA L;1607112354219;1607112354219;4;3680;14720;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 CELESTE 073 TALLA S;1607112339376;1607112339376;1;4508;4508;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;6332,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 CELESTE 073 TALLA XS;1607112332510;1607112332510;4;3680;14720;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 CELESTE 073 TALLA XXL;1607112367885;1607112367885;2;4508;9016;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;6332,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 GRIS 005 TALLA L;1607111479802;1607111479802;14;3680;51520;0;14;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 GRIS 005 TALLA M;1607111472728;1607111472728;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 GRIS 005 TALLA S;1607111463073;1607111463073;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 GRIS 005 TALLA XS;1607111455819;1607111455819;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 GRIS 005 TALLA XXL;1607111498461;1607111498461;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 ROSADO 051 TALLA L;1607112217308;1607112217308;2;5605;11210;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;5235,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 ROSADO 051 TALLA S;1607112197600;1607112197600;5;3680;18400;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 ROSADO 051 TALLA XL;1607112224157;1607112224157;2;3680;7360;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7160,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 ROSADO 051 TALLA XS;1607112191308;1607112191308;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;10840,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 ROSADO 051 TALLA XXL;1607112236336;1607112236336;3;4232;12696;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;6608,34
ROPA CORPORATIVA;BLUSA - OXFORD JAYSON M/L COD. 354220 ROSADO 051 TALLA XXXL;1607112249135;1607112249135;3;3770;11310;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;7070,34
ROPA CORPORATIVA;BLUSA - OXFORD M/CORTA BLANCA TALLA L;1671293678369;1671293678369;2;0;0;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;10000
ROPA CORPORATIVA;BLUSA - OXFORD M/CORTA BLANCA TALLA M;1671293671350;1671293671350;1;4324;4324;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;5676
ROPA CORPORATIVA;BLUSA - OXFORD M/CORTA BLANCA TALLA S;1671293668107;1671293668107;3;0;0;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;10000
ROPA CORPORATIVA;BLUSA - OXFORD M/CORTA BLANCA TALLA XL;1641212867347;1641212867347;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;10000
ROPA CORPORATIVA;BLUSA - OXFORD M/CORTA BLANCA TALLA XXL;1671293673260;1671293673260;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;10000
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353070 NEGRO TALLA L;1607110663354;1607110663354;2;6501;13002;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;6860,34
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353070 NEGRO TALLA S;1607110647393;1607110647393;1;6501;6501;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;6860,34
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353070 NEGRO TALLA XL;1607110670964;1607110670964;2;6501;13002;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;6860,34
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353070 NEGRO TALLA XS;1607110640267;1607110640267;1;4174;4174;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;9187,34
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353070 NEGRO TALLA XXL;1607110678946;1607110678946;3;4949,67;14849;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;8411,67
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353080 BLANCO 001 TALLA L;1608237319210;1608237319210;1;4174;4174;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;9187,34
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353080 CELESTE 070 TALLA L;1608237412570;1608237412570;2;6040;12080;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;7321,34
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353080 CELESTE 070 TALLA M;1608237403853;1608237403853;2;4174;8348;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;9187,34
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353080 CELESTE 070 TALLA S;1608237394221;1608237394221;2;4174;8348;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;9187,34
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353080 CELESTE 070 TALLA XS;1608237389399;1608237389399;2;4174;8348;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;9187,34
ROPA CORPORATIVA;BLUSA - TREVIRA JAYSON M/L COD. 353080 CELESTE 070 TALLA XXXL;1608509539596;1608509539596;1;4174;4174;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;9187,34
ROPA CORPORATIVA;BLUSA - TREVIRA LIGHT COD:063011 CELESTE TALLA L;1655325482424;1655325482424;8;5964;47712;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;6557,01
ROPA CORPORATIVA;BLUSA - TREVIRA LIGHT COD:063011 CELESTE TALLA M;1726492195893;1726492195893;4;5964;23856;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;6557,01
ROPA CORPORATIVA;BLUSA - TREVIRA LIGHT COD:063011 CELESTE TALLA XL;1671736421539;1671736421539;7;6065,71;42460;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;6455,30
ROPA CORPORATIVA;BLUSA - TREVIRA LIGHT COD:063012 CELESTE CLARO TALLA L;1707166979738;1707166979738;1;5964;5964;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;6557,01
ROPA CORPORATIVA;BLUSA - TREVIRA LIGHT COD:063012 CELESTE CLARO TALLA XL;1674241859200;1674241859200;4;5964;23856;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;6557,01
ROPA CORPORATIVA;BLUSA OUTDOOR MTX M/LARGA - LIGHT AZUL PIEDRA TALLA L;1562792556754;1562792556754;2;14626;29252;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;34900;14701,73
ROPA CORPORATIVA;BLUSA OUTDOOR MTX M/LARGA - LIGHT AZUL PIEDRA TALLA M;1562792552836;1562792552835;1;14910;14910;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;34900;14417,73
ROPA CORPORATIVA;BLUSA OUTDOOR MTX M/LARGA - LIGHT AZUL PIEDRA TALLA XL;1607024361638;1607024361638;3;12908,67;38726;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;34900;16419,06
ROPA CORPORATIVA;BLUSA OUTDOOR MTX M/LARGA - LIGHT AZUL PIEDRA TALLA XXL;1570484833976;1570484833976;1;14626;14626;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;34900;14701,73
ROPA CORPORATIVA;BLUSA OUTDOOR MTX M/LARGA - LIGHT GRIS TALLA L;1562791779038;1562791779038;4;12067,75;48271;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;34500;16923,85
ROPA CORPORATIVA;BLUSA OUTDOOR MTX M/LARGA - LIGHT GRIS TALLA XL;1562791794065;1562791794065;1;12917;12917;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;34500;16074,60
ROPA CORPORATIVA;BLUSA OXFORD CLASSIC MANGA 3/4 - BLANCA Talla M;1572181977146;1572181977146;2;0;0;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;9100;7647,06
ROPA CORPORATIVA;BLUSA OXFORD CLASSIC MANGA 3/4 - CELESTE  Talla L;1542046766412;1542046766412;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;10200;8571,43
ROPA CORPORATIVA;BLUSA OXFORD CLASSIC MANGA 3/4 - CELESTE TALLA XL;1571167092728;1571167092728;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;10200;8571,43
ROPA CORPORATIVA;BLUSA OXFORD CLASSIC MANGA 3/4 - CELESTE Talla XXL;1551908911329;1551908911329;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;10200;8571,43
ROPA CORPORATIVA;BLUSA OXFORD CLASSIC MANGA LARGA WORLD - BLANCO TALLA XXL;1671293996385;1671293996385;2;0;0;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;10500;8823,53
ROPA CORPORATIVA;BLUSA OXFORD CLASSIC MANGA LARGA WORLD - BLANCO TALLA XXXL;1671294000839;1671294000839;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11500;9663,87
ROPA CORPORATIVA;BLUSA OXFORD CLASSIC MANGA LARGA WORLD - CELESTE  Talla M;1890994821421;PRODUCTO021;5;3374;16870;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;10500;5449,53
ROPA CORPORATIVA;BLUSA OXFORD CLASSIC MANGA LARGA WORLD - CELESTE  Talla XL;1890994821423;PRODUCTO023;4;5093;20372;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;10500;3730,53
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA BLANCA - Talla L;1890994821631;PRODUCTO031;2;6378;12756;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;6983,34
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA BLANCA - Talla M;1890994821732;PRODUCTO032;1;6378;6378;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;6983,34
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA BLANCA - Talla S;1890994821833;PRODUCTO033;1;6378;6378;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;6983,34
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA BLANCA - Talla XL;1890994821834;PRODUCTO034;1;6378;6378;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;6983,34
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA BLANCA - Talla XXXL;1890994821836;PRODUCTO036;7;6227,29;43591;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;7134,05
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA CELESTE - Talla L;1890994822042;PRODUCTO042;3;6297,67;18893;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;7063,67
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA CELESTE - Talla M;1890994822143;PRODUCTO043;1;6377;6377;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;6984,34
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA CELESTE - Talla S;1890994822144;PRODUCTO044;2;6377;12754;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;6984,34
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA CELESTE - Talla XL;1890994822145;PRODUCTO045;3;6258;18774;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;7103,34
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA CELESTE - Talla XXL;1890994822146;PRODUCTO046;1;6258;6258;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;7103,34
ROPA CORPORATIVA;BLUSA OXFORD LIGHT MANGA LARGA CELESTE - Talla XXXL;1890994822147;PRODUCTO047;1;5775;5775;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;15900;7586,34
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA AMARILLA - Talla L;1890994820915;PRODUCTO015;3;3375;10125;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;12500;7129,20
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA AMARILLA - Talla M;1531172885628;1531172885627;2;4261;8522;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12500;6243,20
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA AMARILLA - Talla XL;1890994821218;PRODUCTO018;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12500;10504,20
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA AMARILLA - Talla XXL;1890994821219;PRODUCTO019;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12500;10504,20
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA BLANCA - Talla L;1890994821426;PRODUCTO026;5;4158,80;20794;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;5841,20
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA BLANCA - Talla M;1890994821527;PRODUCTO027;9;4856;43704;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;5144
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA BLANCA - Talla S;1890994821628;PRODUCTO028;1;4408;4408;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;5592
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA BLANCA - Talla XL;1890994821629;PRODUCTO029;7;4559;31913;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;5441
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA BLANCA - Talla XXL;1890994821630;PRODUCTO030;5;4283,40;21417;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;5716,60
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA CELESTE - Talla L;1890994821837;PRODUCTO037;2;5348;10696;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;4652
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA CELESTE - Talla M;1890994821938;PRODUCTO038;5;5288;26440;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;4712
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA CELESTE - Talla S;1890994821939;PRODUCTO039;4;5348;21392;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;4652
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA CELESTE - Talla XL;1890994821940;PRODUCTO040;5;4896,40;24482;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;5103,60
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA CELESTE - Talla XXL;1890994822041;PRODUCTO041;2;5348;10696;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;4652
ROPA CORPORATIVA;BLUSA OXFORD MTX MANGA LARGA GRIS - Talla L;1890994822148;PRODUCTO048;3;4782,60;14348;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;12500;5721,60
